feed intake," g/d""",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,COHESIVENESS,GUMMINESS,RESILIENCE,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,0.08% P-2,70.21,1895.58279,5594.303689,,,,,,,436.0232803,28.21852648,10.86223228,17.06879343,33.82584879,23.51102026,12.66728109,19.7038243,16.10943386,4.963436059,18.59460109,0,0,6.516092,0,0,0,0,0,14.70143117,0,80.1632484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56376181,0,0,0,0,0,0,0,0,0,0,0,936.3799866,0,0,9886.696379,0,?,5871.453957,3541.953311,40305.01863,17328.09096,9783.633542,257.2495404,1192.736708,0,2692087.154,19.01180446,14.44159226,8.555273337,0,3.690324367,5.916136635,19.96240132,3.646428356,4.262957181,12025.95634,0,484151.2648,37885.87587,764.3691175,49153.03042,70.21,43.53,89.78553,,18.50076,219.0867,1.313326,,29.13354,0.2981668,229.3673,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,0.08% P-2,76.39,2062.49058,5497.523714,,,,,,,474.415527,30.70319342,11.81866172,18.57171623,36.80424557,25.58118699,13.78264672,21.43876396,17.52788418,5.400471122,20.23187265,0,0,7.089839831,0,0,0,0,0,15.99590557,0,87.22169538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43103068,0,0,0,0,0,0,0,0,0,0,0,1018.829097,0,0,10757.22899,0,?,6388.440822,3853.825523,43853.91221,18853.84514,10645.09138,279.9005966,1297.75826,0,2929127.878,20.68581115,15.71318761,9.308572941,0,4.015260786,6.43705785,21.72010892,3.967499692,4.63831444,13084.85274,0,526781.2243,41221.76173,831.672514,53480.99949,76.39,45.84,89.24725,0.8122786,20.13415,227.1358,1.28769,,37.36712,0.3304325,383.6207,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,0.08% P-2,62.63,1691.12421,5981.58568,,,,,,,388.9935746,25.17486102,9.690626061,15.22774418,30.17737454,20.97510896,11.30098133,17.57855921,14.37186166,4.428077174,16.58897741,0,0,5.813262809,0,0,0,0,0,13.11572689,0,71.51679728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.05141693,0,0,0,0,0,0,0,0,0,0,0,835.3815373,0,0,8820.311986,0,?,5238.155773,3159.91632,35957.69763,15459.07374,8728.365563,229.5024665,1064.087484,0,2401717.184,16.961181,12.88391435,7.63249695,0,3.292283994,5.278018953,17.80924597,3.253122631,3.803152325,10728.83021,0,431930.4488,33799.48491,681.9238531,43851.3581,62.63,38.16,92.37401,1.180638,17.14766,250.8098,1.266905,,34.31686,,430.4859,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,0.08% P-2,58.38,1576.13715,4904.557847,,,,,,,362.5441705,23.4631102,9.031717275,14.1923421,28.12548056,19.54891797,10.53257733,16.38331475,13.39465483,4.126992504,15.46101902,0,0,5.417993204,0,0,0,0,0,12.22393026,0,66.654052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.07608183,0,0,0,0,0,0,0,0,0,0,0,778.5802294,0,0,8220.579726,0,?,4881.990254,2945.059549,33512.77377,14407.94253,8134.88515,213.8975726,991.7354414,0,2238413.746,15.80791483,12.00787968,7.11352952,0,3.068426956,4.919142959,16.59831609,3.031928348,3.544559075,9999.329307,0,402561.5756,31501.30753,635.556816,40869.70914,58.38,37.25,,1.034238,17.4956,309.1663,1.123485,55.56813,34.78613,0.3845347,107.7856,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,0.08% P-2,55.49,1498.17843,4571.075135,,,,,,,344.6120512,22.30258046,8.584991482,13.49036206,26.73434118,18.58199156,10.01161616,15.57296506,12.73212991,3.922863661,14.69628782,0,0,5.150009028,0,0,0,0,0,11.61931158,0,63.35721672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73684769,0,0,0,0,0,0,0,0,0,0,0,740.0701809,0,0,7813.974328,0,?,4640.517796,2799.391342,31855.16869,13695.29848,7732.518367,203.3177947,942.6823335,0,2127697.575,15.02602551,11.41394728,6.761680916,0,2.916656764,4.675832858,15.77733203,2.881963446,3.369238489,9504.743596,0,382650.1199,29943.19337,604.1209756,38848.21614,55.49,35.66,,0.9334908,21.64511,308.5744,1.402703,65.60999,36.55656,,355.2338,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,2% P-1,65.07,1756.94859,5095.460134,,,,,,,404.1011625,25.96592775,9.946918059,15.36529269,31.34507991,21.95794922,11.83406445,18.40064961,14.51222862,4.524202004,17.14709156,0,0,5.884158221,0,0,0,0,0,13.89966656,0,73.43781564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.71709873,0,0,0,0,0,0,0,0,0,0,0,849.6954771,0,0,8969.486094,0,?,5307.671412,3189.687457,36434.54569,15606.44724,8833.094175,231.3022819,1070.721367,0,2420446.697,17.6230904,13.50167554,7.890645692,0,3.458198396,5.463252724,18.09585013,3.452974988,3.844185945,11246.9307,0,641390.6772,37983.82296,685.4260548,78195.63242,65.07,43.09,57.70578,1.076741,15.69791,,1.293233,75.85459,22.54242,0.3890975,239.0081,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,2% P-1,56.45,1524.06576,4420.05894,,,,,,,350.5377157,22.52415446,8.628458065,13.32862932,27.19030216,19.04743187,10.26546396,15.96165089,12.58863854,3.924520845,14.87425146,0,0,5.104215412,0,0,0,0,0,12.05727134,0,63.70366267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77810923,0,0,0,0,0,0,0,0,0,0,0,737.0686829,0,0,7780.584315,0,?,4604.141698,2766.895665,31605.16129,13537.81893,7662.27109,200.6432573,928.7976795,0,2099617.459,15.28715685,11.71203387,6.844743775,0,2.999815587,4.73910077,15.69725246,2.99528454,3.334640642,9756.154556,0,556374.6005,32949.08248,594.5731065,67830.83275,56.45,37.29,108.0188,1.029516,13.35576,431.5608,1.606401,78.12429,23.84358,0.2923003,148.4914,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,2% P-1,65.68,1773.26118,5142.769516,,,,,,,407.8530859,26.20701137,10.03927136,15.50795351,31.63610689,22.16182031,11.94393917,18.57149254,14.64696906,4.566207475,17.3062957,0,0,5.938790361,0,0,0,0,0,14.0287196,0,74.11965743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99301053,0,0,0,0,0,0,0,0,0,0,0,857.5845719,0,0,9052.764313,0,?,5356.951094,3219.302474,36772.82639,15751.34708,8915.106048,233.4498343,1080.662602,0,2442919.611,17.786714,13.62703339,7.963907294,0,3.490306434,5.513976918,18.26386312,3.485034529,3.879877729,11351.35412,0,647345.7422,38336.4881,691.7899713,78921.64871,65.68,43.05,,,19.73466,484.5906,1.437346,64.52301,20.23873,0.2512347,251.5948,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,2% P-1,69.38,1873.15335,5432.47439,,,,,,,430.8284549,27.68331688,10.60480824,16.38155473,33.41824671,23.41025023,12.61677068,19.61767046,15.47206891,4.823433189,18.28120196,0,0,6.27333705,0,0,0,0,0,14.81899193,0,78.2950003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68259069,0,0,0,0,0,0,0,0,0,0,0,905.8944231,0,0,9562.728825,0,?,5658.721344,3400.653712,38844.33028,16638.65926,9417.31593,246.6006385,1141.538988,0,2580535.289,18.78868341,14.39467774,8.412533808,0,3.686923992,5.82459282,19.29271151,3.681355108,4.098440798,11990.80385,0,683812.3224,40496.0769,730.7602044,83367.49957,69.38,37.08,,,18.61996,253.1772,1.389539,,17.48709,,31.19454,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,2% P-1,72.03,1944.92826,5640.634261,,,,,,,447.3368062,28.74407764,11.01116,17.00925807,34.69875674,24.30727695,13.10021619,20.36937429,16.06492285,5.008256008,18.9816954,0,0,6.513716836,0,0,0,0,0,15.38682148,0,81.29508388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89659439,0,0,0,0,0,0,0,0,0,0,0,940.6062051,0,0,9929.150507,0,?,5875.550476,3530.958908,40332.7553,17276.21426,9778.165726,256.0498054,1185.280125,0,2679415.441,19.50862236,14.94624855,8.734882673,0,3.828198404,6.047777764,20.03196366,3.822416133,4.255483584,12450.26376,0,710014.4312,42047.79304,758.7612476,86561.9496,72.03,39.56,,1.813459,24.08391,332.0117,,,23.161,0.218969,160.8102,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,2% P-1,66.27,1789.21413,5189.035879,,,,,,,411.5222916,26.44277988,10.12958856,15.64746912,31.92071766,22.3611967,12.05139151,18.73856894,14.77873892,4.60728686,17.46198989,0,0,5.992218038,0,0,0,0,0,14.15492744,0,74.78646681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.26283936,0,0,0,0,0,0,0,0,0,0,0,865.2997376,0,0,9134.206516,0,?,5405.144318,3248.264577,37103.6491,15893.05235,8995.309823,235.5500402,1090.384664,0,2464897.069,17.94673022,13.7496275,8.035553714,0,3.521706594,5.563582808,18.42817196,3.51638726,3.914782624,11453.47533,0,653169.5173,38681.37812,698.013584,79631.65868,66.27,34.11,125.3688,,17.85965,,1.656286,67.87968,,0.3460765,236.0623,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,0.32% P-2,75.87,2048.61366,5941.34017,,,,,,,471.2755829,30.48960724,11.74264694,18.42446917,36.58294922,25.46720059,13.71272516,21.33039631,17.36918546,5.363774111,20.114995,0,0,7.02654286,0,0,0,0,0,15.90594042,0,86.5000486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1174173,0,0,0,0,0,0,0,0,0,0,0,1008.942228,0,0,10652.93443,0,?,6327.430095,3817.612042,43435.11654,18676.59615,10543.96867,277.2880533,1285.728371,0,2901793.031,20.54478841,15.62414131,9.241921252,0,4.005142136,6.391084618,21.54295493,3.939330422,4.596167177,12999.27312,0,526571.2404,41050.93996,823.9995322,53328.89621,75.87,48.16,83.94701,1.766234,18.53298,556.7963,1.559288,80.62489,,0.1762739,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,0.32% P-2,66.47,1794.69837,5204.94114,,,,,,,412.8633607,26.71057481,10.28720531,16.14084951,32.0486779,22.31067003,12.01310231,18.68660169,15.21636287,4.69896147,17.62184322,0,0,6.155638452,0,0,0,0,0,13.93447964,0,75.77880557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76479125,0,0,0,0,0,0,0,0,0,0,0,883.8889472,0,0,9332.557153,0,?,5543.177174,3344.438359,38051.55378,16361.72663,9237.097147,242.9196032,1126.368849,0,2542130.478,17.99836591,13.68760811,8.09643191,0,3.508725048,5.598942041,18.87281475,3.451070363,4.026495528,11388.07904,0,461305.4014,35962.88382,721.8689625,46719.04956,66.47,45.41,41.60651,,17.66957,,1.906405,,27.87504,0.2942558,169.1121,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,0.32% P-2,65.76,1775.61558,5149.59769,,,,,,,408.4734393,26.4265648,10.17782282,15.969226,31.70790855,22.07344363,11.88536858,18.48790953,15.0545693,4.648998035,17.4344725,0,0,6.090186364,0,0,0,0,0,13.78631616,0,74.97305957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4376733,0,0,0,0,0,0,0,0,0,0,0,874.4906732,0,0,9233.325309,0,?,5484.237305,3308.877389,37646.95665,16187.75456,9138.880316,240.3366712,1114.392319,0,2515100.341,17.80699167,13.54206959,8.010343622,0,3.47141724,5.539409232,18.67214261,3.414375589,3.983682335,11266.9911,0,456400.4022,35580.49524,714.1934254,46222.29209,65.76,35.11,144.3764,1.416765,13.99043,,1.245426,87.14112,,0.3125071,403.9736,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,0.32% P-2,65.53,1769.24736,5131.128732,,,,,,,407.0084551,26.33178631,10.14132021,15.9119526,31.59418859,21.99427754,11.84274188,18.42160291,15.0005763,4.632324469,17.37194401,0,0,6.068343997,0,0,0,0,0,13.73687174,0,74.70416975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32850902,0,0,0,0,0,0,0,0,0,0,0,871.3543248,0,0,9200.210119,0,?,5464.568166,3297.010148,37511.93638,16129.69741,9106.103852,239.4747072,1110.395566,0,2506079.97,17.74312715,13.49350115,7.981614638,0,3.458967051,5.51954222,18.60517524,3.40212998,3.969394915,11226.5822,0,454763.5287,35452.8863,711.6319809,46056.5165,65.53,50.2,92.71456,1.940968,17.75978,360.7756,1.199005,84.93901,33.39964,,122.5147,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,0.32% P-2,66.85,1805.0607,5234.993721,,,,,,,415.2471743,26.86479782,10.34660216,16.23404445,32.23372235,22.43948863,12.08246423,18.79449544,15.30421996,4.726092597,17.72358921,0,0,6.191180222,0,0,0,0,0,14.01493532,0,76.21634148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.94242272,0,0,0,0,0,0,0,0,0,0,0,888.9923948,0,0,9386.441994,0,?,5575.18268,3363.748665,38271.25797,16456.19688,9290.430816,244.322186,1132.872341,0,2556808.373,18.10228589,13.76663839,8.143179542,0,3.528983922,5.631269527,18.98178366,3.470996347,4.049743933,11453.83217,0,463968.9124,36170.52833,726.0369299,46988.79862,66.85,48.81,67.07224,1.4451,15.19533,505.3053,1.693008,84.7081,24.59015,0.4197337,221.6011,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,0.32% P-2,60.25,1626.75405,4717.873054,,,,,,,374.2284249,24.2110521,9.324549009,14.63042077,29.04962608,20.2228817,10.88893998,16.9379465,13.79244576,4.259241959,15.97282602,0,0,5.579605994,0,0,0,0,0,12.63051863,0,68.68757498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.885883,0,0,0,0,0,0,0,0,0,0,0,801.1763696,0,0,8459.234933,0,?,5024.457629,3031.47244,34490.76472,14830.62865,8372.707885,220.1876677,1020.965483,0,2304242.941,16.31411447,12.40674885,7.338783842,0,3.180385505,5.075004131,17.10673411,3.128126032,3.649704049,10322.40515,0,418137.3554,32597.54836,654.3178943,42347.1734,60.25,38.92,,,15.54649,427.4179,,80.41088,21.56122,,203.3906,,,,,,,,,,,,,,,,,,,,,,,,,
1,3-6 weeks,B,broiler AST,control,104.55,2822.7771,8469.522512,,,,,,,564.6858323,35.81549662,14.16015674,21.89841711,45.56457298,29.65683465,15.14744279,25.61378146,21.13338722,6.260811778,24.2186171,0,0,8.723327434,0,0,0,0,0,18.91248378,0,124.5155207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.81613847,0,0,0,0,0,0,0,0,0,0,0,1543.550974,0,0,16222.21772,0,0,8901.091257,4902.232306,61088.84833,24049.21406,14405.25255,342.1205845,1520.505822,0,3576205.383,25.43212079,19.51323708,11.25755094,0,5.438032096,8.819614619,25.89895166,4.764353759,5.727471191,15146.73964,0,674321.7751,50072.39614,945.6387968,67052.24723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3-6 weeks,B,broiler AST,control,96.82,2614.06305,0,,,,,,,522.9333797,33.1673253,13.11316523,20.27926436,42.19556217,27.46403024,14.02745208,23.71991741,19.5708002,5.797891988,22.42791047,0,0,8.078331058,0,0,0,0,0,17.51410872,0,115.3089352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.98489153,0,0,0,0,0,0,0,0,0,0,0,1429.421957,0,0,15022.75894,0,0,8242.951156,4539.764877,56571.98409,22271.03297,13340.13884,316.8244417,1408.080746,0,3311783.403,23.5516886,18.07044277,10.42517596,0,5.035948027,8.16749884,23.98400234,4.412080967,5.30398621,14026.80092,0,624462.922,46370.08023,875.7189639,62094.45369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3-6 weeks,B,broiler AST,control,114.77,3098.8872,0,,,,,,,619.9206086,39.31879142,15.54523327,24.04041201,50.02147424,32.55771959,16.62909076,28.11919492,23.20055067,6.873213432,26.58756249,0,0,9.576600195,0,0,0,0,0,20.76240944,0,136.6950133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.88453695,0,0,0,0,0,0,0,0,0,0,0,1694.533499,0,0,17808.99485,0,0,9771.751997,5381.744434,67064.25745,26401.58928,15814.30314,375.5851286,1669.234184,0,3926012.112,27.91976511,21.42192546,12.35870892,0,5.96995351,9.682305716,28.43225907,5.230379288,6.287704107,16628.31883,0,740280.5972,54970.23037,1038.136509,73610.96655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3-6 weeks,B,broiler AST,control,113.1,3053.5974,0,,,,,,,610.8605562,38.74415282,15.31804187,23.68906477,49.29041744,32.08189311,16.38605894,27.70823685,22.86147789,6.772762386,26.198989,0,0,9.436639532,0,0,0,0,0,20.45896975,0,134.6972349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.05317746,0,0,0,0,0,0,0,0,0,0,0,1669.76813,0,0,17548.7189,0,0,9628.939217,5303.090997,66084.12277,26015.73377,15583.17932,370.0960049,1644.838561,0,3868633.998,27.51172167,21.10884703,12.17808813,0,5.88270348,9.540800182,28.01672561,5.153938032,6.195810197,16385.29829,0,729461.5005,54166.8482,1022.96429,72535.15264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3-6 weeks,B,broiler AST,control,107.37,2898.9765,13329.78758,,,,,,,579.9292327,36.78231733,14.54240281,22.4895535,46.79456493,30.45740548,15.55634014,26.30521217,21.70387202,6.429819136,24.87238607,0,0,8.958809122,0,0,0,0,0,19.42301644,0,127.8767524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.21488818,0,0,0,0,0,0,0,0,0,0,0,1585.21833,0,0,16660.12805,0,0,9141.371587,5034.565518,62737.91003,24698.41009,14794.11485,351.3559518,1561.551086,0,3672743.187,26.11864766,20.03998677,11.56144268,0,5.584828945,9.05769553,26.5980804,4.892965011,5.882081298,15555.618,0,692524.7407,51424.07444,971.1658244,68862.28778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3-6 weeks,B,broiler AST,control,127.65,3446.4609,14226.46841,,,,,,,689.4514065,43.72881894,17.28879923,26.7368041,55.63192333,36.20941981,18.49422306,31.27306661,25.80274324,7.644118621,29.56964504,0,0,10.65071943,0,0,0,0,0,23.09113811,0,152.0268368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.26475272,0,0,0,0,0,0,0,0,0,0,0,1884.593749,0,0,19806.46615,0,0,10867.75962,5985.365251,74586.23892,29362.81293,17588.04819,417.7110611,1856.456843,0,4366356.813,31.05126859,23.82462598,13.74487173,0,6.639548334,10.76828097,31.62124429,5.817022869,6.992938095,18493.36454,0,823311.069,61135.73597,1154.574741,81867.23222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3-6 weeks,B,broiler AST,0.5% P-1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3-6 weeks,B,broiler AST,0.5% P-1,108.87,2939.4252,13223.32514,,,,,,,587.905322,37.20866069,14.69248612,22.60605749,47.43957143,30.95320202,15.81361258,26.72934207,21.82294171,6.486360218,25.18051278,0,0,9.015375229,0,0,0,0,0,19.80685081,0,129.2750385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.74891828,0,0,0,0,0,0,0,0,0,0,0,1599.164886,0,0,16805.48751,0,1469.7126,9209.248546,5063.747792,63203.52065,24842.84602,14896.47782,353.124907,1568.098101,0,3691153.213,26.48257497,20.36854116,11.70564769,0,5.680500927,9.175110062,26.79050916,4.990982321,5.91715111,15812.04998,0,783141.4882,53347.33401,974.6369713,83487.02424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3-6 weeks,B,broiler AST,0.5% P-1,119.39,3223.4112,17340.25421,,,,,,,644.7044815,40.80349233,16.11196785,24.79009124,52.02283966,33.9436765,17.34140943,29.31173775,23.93131648,7.113025423,27.61327178,0,0,9.88637557,0,0,0,0,0,21.72044546,0,141.7646576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.94174997,0,0,0,0,0,0,0,0,0,0,0,1753.664629,0,0,18429.11215,0,1611.7056,10098.97952,5552.970474,69309.78762,27242.9821,16335.66775,387.2412811,1719.596396,0,4047765.736,29.0411298,22.33640227,12.8365627,0,6.229309836,10.06154283,29.37881436,5.47317493,6.488823448,17339.69587,0,858802.9538,58501.36753,1068.799345,91552.93661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3-6 weeks,B,broiler AST,0.5% P-1,122.98,3320.46,18354.56695,,,,,,,664.1149112,42.03198281,16.59705865,25.53645851,53.58911645,34.96563518,17.86351563,30.19424042,24.6518282,7.327180719,28.44463791,0,0,10.18402946,0,0,0,0,0,22.37439342,0,146.0328347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.71633774,0,0,0,0,0,0,0,0,0,0,0,1806.463058,0,0,18983.96634,0,1660.23,10403.03438,5720.156442,71396.53092,28063.19974,16827.4936,398.9001416,1771.369117,0,4169633.776,29.91548514,23.00889514,13.2230393,0,6.41685868,10.36447056,30.26333653,5.637958455,6.684185594,17861.75048,0,884659.3497,60262.69649,1100.978204,94309.36515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3-6 weeks,B,broiler AST,0.5% P-1,134.93,3642.9939,17338.04885,,,,,,,728.6239167,46.11477234,18.20921903,28.01695024,58.7945117,38.36203287,19.5986937,33.12716721,27.04639109,8.038908664,31.20761653,0,0,11.17325828,0,0,0,0,0,24.54773698,0,160.2177788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.61403782,0,0,0,0,0,0,0,0,0,0,0,1981.934401,0,0,20827.97973,0,1821.49695,11413.53632,6275.785592,78331.65484,30789.12725,18462.03735,437.6474292,1943.431599,0,4574652.431,32.82133496,25.24387122,14.50746328,0,7.040162215,11.37122659,33.202975,6.185603278,7.333456011,19596.75709,0,970591.0068,66116.33199,1207.922059,103470.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3-6 weeks,B,broiler AST,0.5% P-1,106.16,2866.3632,13428.82182,,,,,,,573.2924179,36.28380669,14.32729145,22.04416404,46.26041913,30.18383295,15.42055132,26.06496075,21.28051329,6.325136027,24.55462898,0,0,8.791290145,0,0,0,0,0,19.3145341,0,126.0617936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.41294162,0,0,0,0,0,0,0,0,0,0,0,1559.416235,0,0,16387.77233,0,1433.1816,8980.344569,4937.883885,61632.54153,24225.35522,14526.21275,344.3476767,1529.121643,0,3599406.351,25.82432727,19.86226315,11.41469352,0,5.539307078,8.947054627,26.12460748,4.866927064,5.770075112,15419.02756,0,763675.8174,52021.33908,950.4115117,81411.88079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3-6 weeks,B,broiler AST,0.08% P-2,117.77,3179.7765,14851.93267,,,,,,,636.012536,40.33385943,15.94992523,24.65180621,51.33195687,33.43144768,17.07334026,28.8664909,23.78113921,7.051088885,27.28657379,0,0,9.816795525,0,0,0,0,0,21.3095568,0,140.1836268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.32511405,0,0,0,0,0,0,0,0,0,0,0,1736.984711,0,0,18255.09689,0,254.38212,10016.07339,5515.990092,68741.04433,27060.21599,16209.41947,384.9437431,1710.776993,0,4023835.135,28.6465111,21.98790012,12.67885226,0,6.134453442,9.933450078,29.15304949,5.365379978,6.445152583,17060.45486,0,761306.3664,56452.79805,1063.950037,75627.16832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3-6 weeks,B,broiler AST,0.08% P-2,103.1,2783.5974,15286.13392,,,,,,,556.7695848,35.30852758,13.96267014,21.58035437,44.93633489,29.26611063,14.9461151,25.26991724,20.81816671,6.172569892,23.88684735,0,0,8.593687796,0,0,0,0,0,18.65452711,0,122.717675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.05819098,0,0,0,0,0,0,0,0,0,0,0,1520.567916,0,0,15980.63267,0,222.687792,8768.136958,4828.734246,60176.36531,23688.69223,14189.83312,336.9823012,1497.625506,0,3522491.917,25.07734547,19.24835333,11.09915121,0,5.370141156,8.695807963,25.52077253,4.696889155,5.642129242,14934.83513,0,666452.6334,49419.15316,931.3889064,66204.52384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3-6 weeks,B,broiler AST,0.08% P-2,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3-6 weeks,B,broiler AST,0.08% P-2,113.49,3064.23,16015.94067,,,,,,,612.9011561,38.86821042,15.37033794,23.75601057,49.46665975,32.21661803,16.4529304,27.81754233,22.9169818,6.794866902,26.29503614,0,0,9.460073484,0,0,0,0,0,20.53521159,0,135.0896438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.20570006,0,0,0,0,0,0,0,0,0,0,0,1673.86628,0,0,17591.74443,0,245.1384,9652.110004,5315.550423,66243.13699,26076.90372,15620.4027,370.9556838,1648.610896,0,3877617.29,27.60555614,21.18890531,12.21812899,0,5.911540094,9.572489052,28.09368798,5.170413169,6.210949072,16440.51322,0,733642.068,54401.42015,1025.288294,72879.03347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3-6 weeks,B,broiler AST,0.08% P-2,113.11,3054.0348,15963.08232,,,,,,,610.8619326,38.73888946,15.31919828,23.67697039,49.30207599,32.10942801,16.39818878,27.72498877,22.84073321,6.772259256,26.20754821,0,0,9.428598255,0,0,0,0,0,20.46688755,0,134.6401782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0186944,0,0,0,0,0,0,0,0,0,0,0,1668.29705,0,0,17533.21379,0,244.322784,9619.995838,5297.864708,66022.73511,25990.14155,15568.43104,369.7214529,1643.125695,0,3864715.816,27.51370789,21.11840632,12.17747726,0,5.891871422,9.540639797,28.00021564,5.15321035,6.190284217,16385.81291,0,731201.1195,54220.41763,1021.87699,72636.55288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
